"ec_num","comments"
"2.7.1.169","The conversion of (R)-pantoate to (R)-4'-phosphopantothenate is part of the pathway leading to biosynthesis of 4'-phosphopantetheine, an essential cofactor of coenzyme A and acyl-carrier protein. In bacteria and eukaryotes this conversion is performed by condensation with beta-alanine, followed by phosphorylation (EC 6.3.2.1 and EC 2.7.1.33, respectively). In archaea the order of these two steps is reversed, and phosphorylation precedes condensation with beta-alanine."
"2.7.4.25","The prokaryotic cytidine monophosphate kinase specifically phosphorylates CMP (or dCMP), using ATP as the preferred phosphoryl donor. Unlike EC 2.7.4.14, a eukaryotic enzyme that phosphorylates UMP and CMP with similar efficiency, the prokaryotic enzyme phosphorylates UMP with very low rates, and this function is catalysed in prokaryotes by EC 2.7.4.22, UMP kinase. The enzyme phosphorylates dCMP nearly as well as it does CMP [1]."
"2.7.8.31",The enzyme is involved in biosynthesis of xanthan. 
"3.2.1.167",The enzyme also hydrolyses wogonin 7-O-beta-D-glucuronide and oroxylin 7-O-beta-D-glucuronide with lower efficiency [4]. Neglegible activity with p-nitrophenyl-beta-D-glucuronide [2].
"3.2.1.168",The enzyme exhibits high specificity towards 7-O-linked flavonoid beta-rutinosides. 
"3.5.2.19","The enzyme also catalyses the hydrolysis of streptothricin-D to streptothricin-D acid [1]. The enzyme is responsible for streptothricin resistance in Streptomyces albulus and Streptomyces noursei [1,2]. "
"3.5.99.8",The enzyme catalyses the initial step in biodegradation of 5-nitroanthranilic acid by Bradyrhizobium sp. strain JS329. 
"4.1.2.46","The enzyme contains Zn2+ [1]. The enzyme catalyses the stereoselective synthesis of aliphatic (R)-cyanohydrins [1]. No activity towards mandelonitrile and 4-hydroxymandelonitrile [5]. Natural substrates for the (R)-oxynitrilase from Linum usitatissimum are acetone and butan-2-one, which are the building blocks of the cyanogen glycosides in Linum, linamarin and lotaustralin, or linustatin and neolinustatin, respectively [4]. "
"4.1.2.47","Hydroxynitrile lyases catalyses the the cleavage of hydroxynitriles into cyanide and the corresponding aldehyde or ketone. In nature the liberation of cyanide serves as a defense mechanism against herbivores and microbial attack in plants. In vitro the enzymes from Manihot esculenta and Hevea brasiliensis accept a broad range of aliphatic and aromatic carbonyl compounds as substrates and catalyse the formation of (S)-hydroxynitriles [1,10]."
"4.1.3.41","A pyridoxal-phosphate protein. The enzyme, purified from the bacterium Paracoccus denitrificans IFO 13301, is strictly D-specific as to the alpha-position of the substrate, but accepts both the threo and erythro forms at the beta-position. The erythro form is a far better substrate (about 100-fold). The enzyme can also accept D-allothreonine, D-threonine, erythro-3-phenyl-D-serine and threo-3-phenyl-D-serine. Different from EC 4.1.3.14, erythro-3-hydroxy-L-aspartate aldolase. Requires a divalent cation, such as Mg2+, Mn2+ or Co2+."
"4.2.1.121","A heme-thiolate protein (P-450) [2]. It catalyses the selective removal of pro-R hydrogen at C-8 in the biosynthesis of colneleic acid [4]. It forms also (8E)-9-[(1E,3Z,6Z)-nona-1,3,6-trien-1-yloxy]non-8-enoic acid (i.e. colnelenate) from (9S,10E,12Z,15Z)-9-hydroperoxy-10,12,15-octadecatrienoate. The corresponding 13-hydroperoxides are poor substrates [1,3]. The divinyl ethers colneleate and colnelenate have antimicrobial activity. "
"4.3.1.27","A pyridoxal-phosphate protein. The enzyme, purified from the bacterium Delftia sp. HT23, also has activity against L-threo-3-hydroxyaspartate, L-erythro-3-hydroxyaspartate, and D-serine. Different from EC 4.3.1.20, erythro-3-hydroxy-L-aspartate ammonia-lyase and EC 4.3.1.16, threo-3-hydroxy-L-aspartate ammonia-lyase. Requires a divalent cation such as Mn2+, Co2+ or Ni2+."
"6.3.2.36","The conversion of (R)-pantoate to (R)-4'-phosphopantothenate is part of the pathway leading to biosynthesis of 4'-phosphopantetheine, an essential cofactor of coenzyme A and acyl-carrier protein. In bacteria and eukaryotes this conversion is performed by condensation with beta-alanine, followed by phosphorylation (EC 6.3.2.1 [pantoate---beta-alanine ligase] and EC 2.7.1.33 [pantothenate kinase], respectively). In archaea the order of these two steps is reversed, and phosphorylation precedes condensation with beta-alanine. The two archaeal enzymes that catalyse this conversion are EC 2.7.1.169, pantoate kinase, and this enzyme."
"1.1.1.310","This enzyme, isolated from the bacterium Chromohalobacter salexigens DSM 3043, acts only on the (S)-enantiomer of 3-sulfolactate. Combined with EC 1.1.1.338, (2R)-3-sulfolactate dehydrogenase (NADP+), it provides a racemase system that converts (2S)-3-sulfolactate to (2R)-3-sulfolactate, which is degraded further by EC 4.4.1.24, (2R)-sulfolactate sulfo-lyase.
The enzyme is specific for NAD+. "
"1.1.1.311",The enzyme is involved in degradation of ethylbenzene. 
"1.1.98.2","The enzyme is very specific for D-glucose 6-phosphate. No activity with NAD+, NADP+, FAD and FMN [1]."
"1.3.7.7","Occurs in photosynthetic bacteria, cyanobacteria, green algae and gymnosperms. The enzyme catalyses trans-reduction of the D-ring of protochlorophyllide; the product has the (7S,8S)-configuration. Unlike EC 1.3.1.33 (protochlorophyllide reductase), light is not required. The enzyme contains a [4Fe-4S] cluster, and structurally resembles the Fe protein/MoFe protein complex of nitrogenase (EC 1.18.6.1), which catalyses an ATP-driven reduction."
"1.5.3.18",The enzyme is involved in pipecolic acid biosynthesis. A flavoprotein (FAD). 
"1.6.5.8","An iron-sulfur flavoprotein, containing two covalently bound molecules of FMN, one noncovalently bound FAD, one riboflavin, and one [2Fe-2S] cluster."
"1.11.1.20","The enzyme contains a thioredoxin-type disulfide as a catalytic group. Prostamide H2 and prostaglandin H2 are the best substrates; the latter is converted to prostaglandin F2alpha. The enzyme also reduces tert-butyl hydroperoxide, cumene hydroperoxide and H2O2, but not prostaglandin D2 or prostaglandin E2."
"1.11.2.2","Contains calcium and covalently bound heme (proximal ligand histidine). It is present in phagosomes of neutrophils and monocytes, where the hypochlorite produced is strongly bactericidal. It differs from EC 1.11.1.10 chloride peroxidase in its preference for formation of hypochlorite over the chlorination of organic substrates under physiological conditions (pH 5-8). Hypochlorite in turn forms a number of antimicrobial products (Cl2, chloramines, hydroxyl radical, singlet oxygen). MPO also oxidizes bromide, iodide and thiocyanate. In the absence of halides, it oxidizes phenols and has a moderate peroxygenase activity toward styrene."
"1.11.2.3","A heme protein with calcium binding motif (caleosin-type). Enzymes of this type include membrane-bound proteins found in seeds of different plants. They catalyse the direct transfer of one oxygen atom from an organic hydroperoxide, which is reduced into its corresponding alcohol to a substrate which will be oxidized. Reactions catalysed include hydroxylation, epoxidation and sulfoxidation. Preferred substrate and co-substrate are unsaturated fatty acids and fatty acid hydroperoxides, respectively. Plant seed peroxygenase is involved in the synthesis of cutin."
"1.11.2.4","A cytosolic heme-thiolate protein with sequence homology to P-450 monooxygenases. Unlike the latter, it needs neither NAD(P)H, dioxygen nor specific reductases for function. Enzymes of this type are produced by bacteria (e.g. Sphingomonas paucimobilis, Bacillus subtilis). Catalytic turnover rates are high compared with those of monooxygenation reactions as well as peroxide shunt reactions catalysed by the common P-450s. A model substrate is myristate, but other saturated and unsaturated fatty acids are also hydroxylated. Oxidizes the peroxidase substrate 3,3',5,5'-tetramethylbenzidine (TMB) and peroxygenates aromatic substrates in a fatty-acid-dependent reaction."
"1.14.13.119",A heme-thiolate protein (P-450). Kinetic studies suggest that 1beta-hydroxyepiaristolochene is mainly formed first followed by hydroxylation at C-3. However the reverse order via 3alpha-hydroxyepiaristolochene does occur.
"1.14.13.120","A heme-thiolate protein (P-450). The enzyme hydroxylates carbon C-6 of germacra-1(10),4,11(13)-trien-12-oate to give 6alpha-hydroxygermacra-1(10),4,11(13)-trien-12-oate, which probably spontaneously cyclises to form the lactone ring."
"1.14.13.121","A heme-thiolate protein (P-450). The enzyme from the plant Hyoscymus muticus also hydroxylates valencene at C-2 to give the alpha-hydroxy compound, nootkatol, and this is converted into nootkatone. 5-Epiaristolochene and epieremophilene are hydroxylated at C-2 to give a 2beta-hydroxy derivative which is not further oxidized."
"1.14.21.8","A heme-thiolate enzyme (P-450) catalysing an oxidative reaction that does not incorporate oxygen into the product. Catalyses a step in the biosynthesis of (-)-maackiain, the main pterocarpan phytoalexin in chickpea (Cicer arietinum)."
"2.1.1.200",In Escherichia coli YfhQ is the only methyltransferase responsible for the formation of 2'-O-methylcytidine32 in tRNA. No methylation of cytosine34 in tRNALeu(CAA). In vitro the enzyme 2-O-methylates cytidine32 of tRNASer1 and uridine32 of tRNAGln2.
"2.1.1.201","This enzyme is involved in ubiquinone biosynthesis. Ubiquinones from different organisms have a different number of prenyl units (for example, ubiquinone-6 in Saccharomyces, ubiquinone-9 in rat and ubiquinone-10 in human), and thus the natural substrate for the enzymes from different organisms has a different number of prenyl units. However, the enzyme usually shows a low degree of specificity regarding the number of prenyl units. For example, when the COQ5 gene from Saccharomyces cerevisiae is introduced into Escherichia coli, it complements the respiratory deficiency of an ubiE mutant [3]. The bifunctional enzyme from Escherichia coli also catalyses the methylation of demethylmenaquinol-8 (this activity is classified as EC 2.1.1.163) [1]. "
"2.1.1.202","The enzyme from Saccharomyces cerevisiae is responsible for complete 5-methylcytosine methylations of yeast tRNA. The incidence of modification depends on the cytosine position in tRNA. At positions 34 and 40, 5-methylcytosine is found only in two yeast tRNAs (tRNALeu(CUA) and tRNAPhe(GAA), respectively), whereas most other elongator yeast tRNAs bear either 5-methylcytosine48 or 5-methylcytosine49, but never both in the same tRNA molecule [1]. The formation of 5-methylcytosine34 and 5-methylcytosine40 is a strictly intron-dependent process, whereas the formation of 5-methylcytosine48 and 5-methylcytosine49 is an intron-independent process [2,3]. "
"2.1.1.203",The human enzyme is specific for C5-methylation of cytosine34 in tRNA precursors. The intron in the human pre-tRNALeu(CAA) is indispensable for the C5-methylation of cytosine in the first position of the anticodon. It is not able to form 5-methylcytosine at positions 48 and 49 of human and yeast tRNA precursors [1]. 
"2.1.1.204","The eukaryotic enzyme catalyses methylation of cytosine38 in the anti-codon loop of tRNAAsp(GTC), tRNAVal(AAC) and tRNAGly(GCC). Methylation by Dnmt2 protects tRNAs against stress-induced cleavage by ribonuclease [3]. "
"2.1.1.205","The enzyme from Saccharomyces cerevisiae catalyses the formation of 2'-O-methylnucleotides at positions 32 and 34 of the yeast tRNAPhe, tRNATrp and, possibly, tRNALeu."
"2.1.1.206",The archaeal enzyme specifically catalyses the S-adenosyl-L-methionine dependent 2'-O-ribose methylation of cytidine at position 56 in tRNA transcripts. 
"2.3.1.193","The enzyme acetylates the wobble base cytidine34 of the CAU anticodon of elongation-specific tRNAMet. Escherichia coli TmcA strictly discriminates elongator tRNAMet from tRNAIle, which is structurally similar and has the same anticodon loop, mainly by recognizing the C27-G43 pair in the anticodon stem. The enzyme can use GTP in place of ATP for formation of N4-acetylcytidine [1]. "
"2.3.1.194","The enzyme from the soil bacterium Streptomyces sp. CL190 produces acetoacetyl-CoA to be used for mevalonate production via the mevalonate pathway.
Unlike the homologous EC 2.3.1.180 (beta-ketoacyl-[acyl-carrier-protein] synthase III), this enzyme does not accept malonyl-[acyl-carrier-protein] as a substrate."
"2.3.1.195","The enzyme is resonsible for the production of (3Z)-hex-3-en-1-yl acetate, the major volatile compound released upon mechanical wounding of the leaves of Arabidopsis thaliana [1]."
"2.4.1.254",The enzyme is highly specific for cyanidin 3-O-glucosides and UDP-alpha-D-glucuronate. Involved in the production of glucuronosylated anthocyanins that are the origin of the red coloration of flowers of Bellis perennis [1]. 
"2.4.1.255","Within higher eukaryotes post-translational modification of protein serines/threonines with N-acetylglucosamine (O-GlcNAc) is dynamic, inducible and abundant, regulating many cellular processes by interfering with protein phosphorylation. EC 2.4.1.255 (protein O-GlcNAc transferase) transfers GlcNAc onto substrate proteins and EC 3.2.1.169 (protein O-GlcNAcase) cleaves GlcNAc from the modified proteins. "
